correspondances de la ligne 10
2241,1657,2,133
2533,1845,2,105
3343756,2241,2,180
3343755,2241,2,180
3343755,1916,2,180
2354,2353,2,71
1908,2232,2,67
1952,2206,2,169
1817,2355,2,51
2476,2477,2,57
1927,1928,2,160
2533,2312,2,106
1916,2537,2,143
2354,1814,2,89
1952,1951,2,145
3343756,1916,2,180
2252,1928,2,152
1927,2253,2,151
2252,2253,2,144
1916,1657,2,143
1908,1907,2,14
2241,2537,2,133
1817,1816,2,63
1666,2477,2,67
2233,1907,2,76
2207,2206,2,145
2207,1951,2,129
1666,1667,2,65
1653,1845,2,91
1653,2312,2,80
2233,2232,2,78
2476,1667,2,99
