correspondances de la ligne 8
3343777,967989,2,180
3343765,1166838,2,180
3343765,1166839,2,180
3343763,1980,2,180
3343763,1982,2,180
3343762,2293,2,180
3343791,1698,2,180
3343764,2172,2,180
3343764,2170,2,180
3343776,2487,2,180
3343776,2488,2,180
3343756,2241,2,180
3343785,2063,2,180
3343785,2062,2,180
3343778,1647,2,180
3343755,1916,2,180
3343772,2457,2,180
3343777,2376,2,180
3343762,1897,2,180
3343777,2377,2,180
3343773,2001,2,180
3343767,2313,2,180
3343767,2314,2,180
3343786,2062,2,180
3343786,2063,2,180
3343755,2537,2,180
3343769,1702,2,180
3343768,1846,2,180
3343768,1847,2,180
3343771,1712,2,180
3343756,1916,2,180
3343777,1647,2,180
3343776,1678,2,180
3343776,1677,2,180
3343766,1166838,2,180
3343766,1166839,2,180
3343778,2527,2,180
3343795,2094,2,180
3343778,2376,2,180
3343767,1847,2,180
3343767,1846,2,180
3343791,2443,2,180
3343774,2190,2,180
3343777,2527,2,180
3343773,2190,2,180
3343792,2443,2,180
3343778,2377,2,180
3343785,2111,2,180
3343785,2112,2,180
3343777,967988,2,180
3343772,1712,2,180
3343778,967988,2,180
3343778,967989,2,180
3343796,2094,2,180
3343778,1766,2,180
3343778,1767,2,180
3343786,2111,2,180
3343786,2112,2,180
3343796,2081,2,180
3343756,2537,2,180
3343766,2336,2,180
3343755,2241,2,180
3343770,1702,2,180
3343764,1982,2,180
3343764,1980,2,180
3343755,1657,2,180
3343775,2487,2,180
3343775,2488,2,180
3343771,2457,2,180
3343770,2447,2,180
3343761,1897,2,180
3343775,1678,2,180
3343769,2447,2,180
3343768,2314,2,180
3343768,2313,2,180
3343775,1677,2,180
3343765,2336,2,180
3343795,2081,2,180
3343774,2001,2,180
3343766,1869,2,180
3343761,2293,2,180
3343777,1766,2,180
3343777,1767,2,180
3343792,1698,2,180
3343763,2172,2,180
3343763,2170,2,180
3343765,1869,2,180
3343756,1657,2,180
