correspondances de la ligne 12
1723,1715,2,480
1826,1827,2,370
1826,1825,2,396
1723,2469,2,149
1723,1724,2,141
3343763,1982,2,180
1782,2391,2,79
2363,2365,2,108
3343764,2172,2,180
2468,1166840,2,180
2468,1166841,2,180
1792,2401,2,108
2476,2477,2,57
2402,2401,2,122
2468,1724,2,131
1824,1826,2,108
2468,1715,2,480
1655,1883,2,180
2156,2090,2,180
1824,2365,2,108
1722,2468,2,220
2037,2551,2,180
2172,1980,2,119
1666,1667,2,65
2172,2170,2,96
1826,2366,2,241
1826,2364,2,396
2467,1723,2,263
2363,1826,2,108
2476,1667,2,99
1982,2170,2,96
1869,1166838,2,180
1869,1166839,2,180
2467,2468,2,253
3343766,2336,2,180
1655,2279,2,187
2535,1883,2,172
1722,1723,2,207
3343764,1982,2,180
2392,1781,2,121
3343765,2336,2,180
1723,1166841,2,180
1723,1166840,2,180
2402,1791,2,129
2156,2551,2,180
3343766,1869,2,180
2392,2391,2,111
2365,1825,2,293
2365,1827,2,235
1666,2477,2,67
2365,2366,2,264
2365,2364,2,307
2468,2469,2,139
2468,2460,2,480
2336,1166839,2,180
2336,1166838,2,180
3343763,2172,2,180
1723,2460,2,480
2037,2090,2,180
3343765,1869,2,180
1782,1781,2,97
1792,1791,2,114
1982,1980,2,119
2535,2279,2,170
