correspondances de la ligne 1
1964,2155,2,109
2063,2111,2,100
3343763,1980,2,180
3343791,1698,2,180
1966,2155,2,298
3343764,2170,2,180
2025,2544,2,59
1946,1945,2,300
1833,1832,2,72
3343785,2062,2,180
2201,1945,2,300
2289,1892,2,144
1893,2288,2,192
3343786,2062,2,180
2201,2200,2,300
2149,2028,2,68
2148,2147,2,52
2531,2371,2,151
2289,2288,2,168
2030,2147,2,74
2029,2147,2,64
2144,2544,2,72
3343791,2443,2,180
2339,1832,2,90
1774,1773,2,54
1966,2036,2,264
1166834,2155,2,180
3343792,2443,2,180
2112,2111,2,96
1651,2371,2,166
1166833,1955,2,420
2384,1773,2,89
2172,1980,2,119
2172,2170,2,96
1965,2155,2,250
2338,1832,2,74
1166835,2155,2,180
2220,2155,2,210
3343785,2111,2,180
2339,2371,2,90
1982,2170,2,96
1833,2371,2,72
2149,2147,2,20
3343786,2111,2,180
1964,2036,2,89
1834,2371,2,90
1946,2200,2,300
2063,2062,2,75
1166832,1955,2,420
2219,2036,2,104
3343764,1980,2,180
2338,2371,2,89
1834,1832,2,90
2030,2028,2,86
2221,2036,2,255
1893,1892,2,175
2148,2028,2,60
1166832,2210,2,240
2220,2036,2,240
2029,2028,2,62
1166834,2036,2,180
2531,1832,2,153
2144,2083,2,106
2219,2155,2,130
1166833,2210,2,240
3343792,1698,2,180
1651,1832,2,136
2384,2383,2,99
3343763,2170,2,180
1166835,2036,2,180
1774,2383,2,71
1982,1980,2,119
2221,2155,2,284
2112,2062,2,68
1965,2036,2,240
2025,2083,2,95
