correspondances de la ligne 5
2377,1647,2,130
1958,2235,2,420
1675,1674,2,111
1675,1676,2,110
2377,967988,2,180
2377,967989,2,180
2063,2111,2,100
2310,2311,2,110
3343778,1767,2,180
3343786,2112,2,180
2213,1910,2,420
2297,2296,2,225
2297,2298,2,161
3343785,2063,2,180
1766,2377,2,128
1958,2212,2,124
1767,2527,2,105
1958,1957,2,161
3343777,2377,2,180
2063,2062,2,75
1952,2206,2,169
2403,1648,2,129
3343786,2063,2,180
1958,1910,2,420
2125,1954,2,55
2403,2528,2,118
2125,1953,2,107
2485,1676,2,127
2485,1674,2,116
1952,1951,2,145
1901,1900,2,235
2403,2404,2,90
1901,1902,2,174
1766,1767,2,60
1793,1794,2,90
2485,2486,2,125
2213,2235,2,420
2485,2484,2,127
2310,1844,2,106
1767,1647,2,120
2213,2212,2,145
1901,2298,2,166
1901,2296,2,231
3343777,1767,2,180
2297,1900,2,229
2297,1902,2,168
1843,2311,2,103
1793,2404,2,90
1675,2484,2,120
1767,967988,2,180
1767,967989,2,180
1675,2486,2,104
1793,2528,2,162
1843,1844,2,98
1793,1648,2,126
2112,2111,2,96
2207,2206,2,145
3343778,2377,2,180
2076,2208,2,72
2076,2209,2,55
2207,1951,2,129
2376,2377,2,153
2376,1767,2,79
2213,1957,2,184
2403,1794,2,90
2076,1954,2,70
2076,1953,2,83
2112,2062,2,68
2125,2208,2,99
3343785,2112,2,180
2125,2209,2,15
2377,2527,2,117
