correspondances de la ligne 3
2285,1890,2,77
2376,2527,2,118
2050,2051,2,93
3343777,2376,2,180
3343767,2313,2,180
2285,2286,2,86
3343768,1846,2,180
2099,2051,2,111
2467,1166841,2,180
2467,1166840,2,180
1950,2539,2,61
3343778,2376,2,180
3343767,1846,2,180
2313,2314,2,119
2205,1659,2,107
1722,2460,2,480
1722,2468,2,220
1722,2469,2,108
2376,1647,2,130
2510,2509,2,72
2375,2374,2,79
2467,1723,2,263
2467,1724,2,118
1889,1890,2,59
2376,967988,2,180
2376,967989,2,180
2467,1715,2,480
3343778,1766,2,180
2467,2460,2,480
2467,2469,2,108
2467,2468,2,253
1766,2377,2,128
2395,2394,2,87
1766,967989,2,180
1766,967988,2,180
1846,1847,2,95
1722,1724,2,108
1722,1723,2,207
1785,1784,2,100
2510,1629,2,72
1846,2314,2,125
1630,2509,2,72
1722,1715,2,480
3343768,2313,2,180
1722,1166840,2,180
1950,1659,2,61
1722,1166841,2,180
1766,1767,2,60
1630,1629,2,72
2050,2100,2,119
1785,2394,2,94
3343777,1766,2,180
1766,2527,2,101
2099,2100,2,137
2395,1784,2,93
2375,1764,2,137
1766,1647,2,113
1889,2286,2,67
2205,2539,2,111
2313,1847,2,88
2376,2377,2,153
2376,1767,2,79
1765,2374,2,79
1765,1764,2,103
