correspondances de la ligne 14
1869,1166838,2,180
3343765,1166838,2,180
3343765,1166839,2,180
1869,1166839,2,180
2468,1166840,2,180
2468,1166841,2,180
2068,1166830,2,180
2068,1166831,2,180
1166834,2220,2,420
1166841,1724,2,180
1166832,1955,2,420
2117,1166830,2,180
2117,1166831,2,180
1166835,1965,2,420
1966,1166835,2,360
1966,1166834,2,360
1722,1166840,2,180
1722,1166841,2,180
1166832,2210,2,240
1166841,1715,2,140
1723,1166841,2,180
1723,1166840,2,180
3343766,1166838,2,180
3343766,1166839,2,180
1166840,2460,2,140
1166840,2469,2,180
2221,1166834,2,360
2221,1166835,2,360
2467,1166841,2,180
2467,1166840,2,180
1166834,1965,2,420
1166835,2220,2,420
2435,6129305,2,180
2435,6129304,2,180
1166834,2036,2,180
1166834,2155,2,180
1757,6129305,2,180
1757,6129304,2,180
1166833,2210,2,240
1166833,1955,2,420
2336,1166839,2,180
2336,1166838,2,180
1166835,2036,2,180
2219,1166834,2,180
2219,1166835,2,180
1166835,2155,2,180
1964,1166835,2,180
1964,1166834,2,180
1166840,1724,2,180
1166841,2460,2,140
1166840,1715,2,140
1166841,2469,2,180
