correspondances de la ligne 4
2208,1954,2,59
1645,2409,2,90
1964,2155,2,109
2363,2364,2,381
2363,2365,2,108
2363,2366,2,289
3343776,2487,2,180
1953,1954,2,67
1677,1678,2,105
1953,2209,2,95
1957,2235,2,420
1958,1957,2,161
1996,1997,2,105
1645,1763,2,90
2125,1953,2,107
1824,1826,2,108
1824,1827,2,400
1824,1825,2,368
2533,2312,2,106
1655,1883,2,180
2185,1997,2,101
3343776,1677,2,180
2213,2212,2,145
2219,2221,2,262
2219,2220,2,400
1824,2366,2,343
1824,2364,2,368
1824,2365,2,108
2061,2547,2,104
1957,1910,2,420
2375,2374,2,79
2125,2208,2,99
2363,1826,2,108
2363,1825,2,367
2363,1827,2,311
1964,2221,2,248
1964,2220,2,400
2212,1910,2,420
1964,2036,2,89
2487,2488,2,90
2533,1845,2,105
2525,2409,2,90
1655,2279,2,187
2535,1883,2,172
1958,2212,2,124
2110,2547,2,91
2219,1966,2,271
2487,1678,2,119
2219,1965,2,400
2219,2036,2,104
1996,2186,2,84
3343775,2487,2,180
2110,2086,2,91
3343775,1677,2,180
1964,1965,2,400
1964,1966,2,257
2185,2186,2,80
2375,1764,2,137
2219,2155,2,130
2525,1763,2,90
2076,2208,2,72
1653,1845,2,91
2212,2235,2,420
2219,1166834,2,180
2219,1166835,2,180
2213,1957,2,184
1653,2312,2,80
1765,2374,2,79
1677,2488,2,63
2208,2209,2,100
2076,1953,2,83
2061,2086,2,104
1964,1166835,2,180
1964,1166834,2,180
1765,1764,2,103
2535,2279,2,170
