correspondances de la ligne 9
967988,1647,2,180
2469,1715,2,480
1723,1715,2,480
2310,2311,2,110
1946,1945,2,300
2285,1890,2,77
3343776,2488,2,180
3343778,1647,2,180
1687,2517,2,96
1677,1678,2,105
2376,2527,2,118
2201,1945,2,300
1767,2527,2,105
3343772,2457,2,180
1817,2355,2,51
2339,2531,2,200
3343773,2001,2,180
2201,2200,2,300
1724,2460,2,480
2531,2371,2,151
2468,1715,2,480
2285,2286,2,86
3343769,1702,2,180
2354,1814,2,89
3343771,1712,2,180
1820,1819,2,55
1166841,1715,2,140
967989,1647,2,180
1833,1651,2,176
3343777,1647,2,180
3343776,1678,2,180
1166840,2460,2,140
1767,1647,2,120
3343778,2527,2,180
1834,1651,2,200
1843,2311,2,103
1817,1816,2,63
3343774,2190,2,180
3343777,2527,2,180
3343773,2190,2,180
1722,2460,2,480
1833,2531,2,149
1651,2371,2,166
2376,1647,2,130
2339,1651,2,200
1889,1890,2,59
2226,1972,2,119
2377,2527,2,117
2467,1715,2,480
3343772,1712,2,180
2377,1647,2,130
2469,2460,2,480
2467,2460,2,480
2226,2227,2,86
1946,2200,2,300
2487,2488,2,90
2338,1651,2,138
2354,2353,2,71
2497,2517,2,81
1724,1715,2,480
3343770,1702,2,180
2487,1678,2,119
2338,2531,2,122
3343775,2488,2,180
3343771,2457,2,180
2497,1637,2,96
3343770,2447,2,180
967989,2527,2,180
1834,2531,2,200
1722,1715,2,480
3343775,1678,2,180
3343769,2447,2,180
3343774,2001,2,180
1971,1972,2,133
2310,1844,2,106
1971,2227,2,99
1820,2358,2,62
2359,1819,2,51
1766,2527,2,101
1687,1637,2,110
1843,1844,2,98
2531,1832,2,153
1766,1647,2,113
2468,2460,2,480
1889,2286,2,67
1651,1832,2,136
2359,2358,2,56
967988,2527,2,180
1723,2460,2,480
1677,2488,2,63
1166841,2460,2,140
1166840,1715,2,140
